key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID
j,0.2543,0,10,10,34,1,5fb1eae625a37f74fa1f4630,ROOOROO,ROOOROR,21.03750787,21.24781509,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2815,0,11,11,16,1,5fb1eae625a37f74fa1f4630,OROOOOO,OROOOOR,20.43051175,21.17347734,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.4235,0,12,12,39,1,5fb1eae625a37f74fa1f4630,ROORRRO,ROORRRR,21.82425538,21.38562617,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.3436,0,13,13,59,1,5fb1eae625a37f74fa1f4630,RRRORRO,RRRORRR,21.56657303,20.89823192,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.2491,0,14,14,49,1,5fb1eae625a37f74fa1f4630,RROOORO,RROOORR,21.76276513,22.53364006,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1974,0,15,15,1,1,5fb1eae625a37f74fa1f4630,OOOOORO,OOOOORR,19.92253567,20.74050628,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1524,0,16,16,24,1,5fb1eae625a37f74fa1f4630,ORROOOO,ORROOOR,21.12383932,22.07102821,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2028,0,17,17,37,1,5fb1eae625a37f74fa1f4630,ROORORO,ROORORR,20.42602454,21.57657071,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2084,0,18,18,41,1,5fb1eae625a37f74fa1f4630,ROROORO,ROROORR,20.42602454,21.71443381,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1598,0,19,19,27,1,5fb1eae625a37f74fa1f4630,ORRORRO,ORRORRR,21.55250791,22.2428857,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1512,0,20,20,7,1,5fb1eae625a37f74fa1f4630,OOORRRO,OOORRRR,21.6194508,21.899017,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.2186,0,21,21,10,1,5fb1eae625a37f74fa1f4630,OOROROO,OOROROR,21.31236711,21.07490964,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1804,0,22,22,28,1,5fb1eae625a37f74fa1f4630,ORRROOO,ORRROOR,22.24142883,22.53364006,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1909,0,23,23,18,1,5fb1eae625a37f74fa1f4630,OROOROO,OROOROR,20.84860893,21.22513037,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.3278,0,24,24,11,1,5fb1eae625a37f74fa1f4630,OORORRO,OORORRR,22.18365867,22.6797523,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1093,0,25,25,43,1,5fb1eae625a37f74fa1f4630,RORORRO,RORORRR,20.71309134,21.07490964,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1194,0,26,26,56,1,5fb1eae625a37f74fa1f4630,RRROOOO,RRROOOR,21.6194508,22.31681875,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1478,0,27,27,5,1,5fb1eae625a37f74fa1f4630,OOORORO,OOORORR,20.87963819,21.9921709,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1709,0,28,28,53,1,5fb1eae625a37f74fa1f4630,RRORORO,RRORORR,20.71309134,21.90565814,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2195,0,29,29,13,1,5fb1eae625a37f74fa1f4630,OORRORO,OORRORR,21.66733484,22.11181017,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1305,0,30,30,14,1,5fb1eae625a37f74fa1f4630,OORRROO,OORRROR,22.24142883,22.16977179,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1526,0,31,31,29,1,5fb1eae625a37f74fa1f4630,ORRRORO,ORRRORR,22.00300695,22.12173012,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1533,0,32,32,4,1,5fb1eae625a37f74fa1f4630,OOOROOO,OOOROOR,19.91402015,21.21223021,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.171,0,33,33,25,1,5fb1eae625a37f74fa1f4630,ORROORO,ORROORR,21.79500819,22.61624387,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.3119,0,34,34,2,1,5fb1eae625a37f74fa1f4630,OOOOROO,OOOOROR,20.43051175,21.02936224,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2795,0,35,35,26,1,5fb1eae625a37f74fa1f4630,ORROROO,ORROROR,22.02732763,21.71443381,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1304,0,36,36,31,1,5fb1eae625a37f74fa1f4630,ORRRRRO,ORRRRRR,22.16413392,20.74050628,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2779,0,37,37,33,1,5fb1eae625a37f74fa1f4630,ROOOORO,ROOOORR,20.83779602,22.03072203,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1619,0,38,38,51,1,5fb1eae625a37f74fa1f4630,RROORRO,RROORRR,21.89852628,22.02786418,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1775,0,39,39,17,1,5fb1eae625a37f74fa1f4630,OROOORO,OROOORR,21.03750787,22.12173012,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1881,0,40,40,63,1,5fb1eae625a37f74fa1f4630,RRRRRRO,RRRRRRR,21.35278725,19.62521613,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.152,0,41,41,38,1,5fb1eae625a37f74fa1f4630,ROORROO,ROORROR,21.79500819,21.36812781,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1764,0,42,42,0,1,5fb1eae625a37f74fa1f4630,OOOOOOO,OOOOOOR,18.52739004,19.62521613,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.175,0,43,43,44,1,5fb1eae625a37f74fa1f4630,RORROOO,RORROOR,21.66733484,22.02566557,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.16,0,44,44,61,1,5fb1eae625a37f74fa1f4630,RRRRORO,RRRRORR,21.81333602,21.17347734,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.3358,0,45,45,40,1,5fb1eae625a37f74fa1f4630,ROROOOO,ROROOOR,20.87963819,21.37121559,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.2484,0,46,46,15,1,5fb1eae625a37f74fa1f4630,OORRRRO,OORRRRR,22.10108823,21.74922619,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.2184,0,47,47,19,1,5fb1eae625a37f74fa1f4630,OROORRO,OROORRR,21.73568164,22.11181017,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2378,0,48,48,30,1,5fb1eae625a37f74fa1f4630,ORRRROO,ORRRROR,22.46748491,22.03072203,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2343,0,49,49,55,1,5fb1eae625a37f74fa1f4630,RRORRRO,RRORRRR,21.56657303,21.21223021,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1963,0,50,50,23,1,5fb1eae625a37f74fa1f4630,ORORRRO,ORORRRR,22.1285618,21.9921709,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1809,0,51,51,45,1,5fb1eae625a37f74fa1f4630,RORRORO,RORRORR,20.78182524,21.22513037,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1792,0,52,52,47,1,5fb1eae625a37f74fa1f4630,RORRRRO,RORRRRR,21.81333602,21.02936224,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1863,0,53,53,12,1,5fb1eae625a37f74fa1f4630,OORROOO,OORROOR,21.30250474,22.02786418,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.2895,0,54,54,48,1,5fb1eae625a37f74fa1f4630,RROOOOO,RROOOOR,20.90986523,22.15934078,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1865,0,55,55,8,1,5fb1eae625a37f74fa1f4630,OOROOOO,OOROOOR,19.91402015,20.89823192,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.2774,0,56,56,57,1,5fb1eae625a37f74fa1f4630,RRROORO,RRROORR,21.82425538,22.07102821,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1755,0,57,57,60,1,5fb1eae625a37f74fa1f4630,RRRROOO,RRRROOR,22.10108823,22.15934078,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1684,0,58,58,58,1,5fb1eae625a37f74fa1f4630,RRROROO,RRROROR,22.1285618,21.37121559,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1763,0,59,59,42,1,5fb1eae625a37f74fa1f4630,ROROROO,ROROROR,20.39515459,19.8361834,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.169,0,60,60,52,1,5fb1eae625a37f74fa1f4630,RROROOO,RROROOR,22.18365867,22.11097995,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1986,0,61,61,54,1,5fb1eae625a37f74fa1f4630,RRORROO,RRORROR,21.55250791,20.9984461,series_0,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
f,0.1859,0,62,62,32,1,5fb1eae625a37f74fa1f4630,ROOOOOO,ROOOOOR,19.92253567,21.27974287,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
j,0.1985,0,63,63,3,1,5fb1eae625a37f74fa1f4630,OOOORRO,OOOORRR,20.90986523,21.74922619,series_1,5fb1eae625a37f74fa1f4630,Mężczyzna,19,2021-09-06_19h23.10.068,rantool2,2021.1.4,Win32,59.90534955,6135e006383e6ea6c3d06a28,61364dc91df16449a5127632
