key_resp_7.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,id,series_0,series_1,acss_0,acss_1,comparison,id*,Płeć*,Wiek*,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.23530000001198914],101,0,101,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.23950000000002092],102,0,102,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.30689999997616724],103,0,103,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.20680000001186727],104,0,104,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.20099999999990814],105,0,105,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.26419999998813637],106,0,106,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3486999999880709],107,0,107,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.28899999999998727],108,0,108,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.26529999995238995],109,0,109,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.5290999999641599],110,0,110,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.48819999998806907],111,0,111,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.3738999999761745],112,0,112,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.3542000000476264],113,0,113,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.33690000003571186],114,0,114,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.2964999999999236],115,0,115,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.23730000001194185],116,0,116,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.22939999997618088],117,0,117,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""comma""]",0,[0.1531999999880327],118,0,118,0,1
,,,,,,5f19902fd2b95f025c1b0ff3,,,,,,5f19902fd2b95f025c1b0ff3,Kobieta,21,2021-09-06_19h25.49.703,rantool2,2021.1.4,Win32,59.80145916,6135e006383e6ea6c3d06a28,61364e8bec0861deeaaa7597,"[""period""]",0,[0.24900000000002365],119,0,119,0,1
